,city,state,country,latitude,longitude,population,msa
27429,mountville,pennsylvania,united states,40.03926,-76.4308,2854,Lancaster PA MSA
27430,cossato,piedmont,italy,45.57032,8.18471,13931,
27431,maracaju,mato grosso do sul,brazil,-21.61444,-55.16833,22690,
27432,dayton,new jersey,united states,40.37261,-74.51015,7063,Dayton OH MSA
27433,burnet,texas,united states,30.75824,-98.22836,6239,TX NONMETROPOLITAN AREA
27434,ghazipur,uttar pradesh,india,25.58333,83.58526,103095,
27436,waite park,minnesota,united states,45.55719,-94.22416,7517,St. Cloud MN MSA
27437,mitcham,england,united kingdom,51.40322,-0.16831,63393,
27438,cabedelo,paraiba,brazil,-6.98111,-34.83389,54839,
27439,turbaco,bolivar,colombia,10.32944,-75.41137,56171,
27440,cameron park,california,united states,38.66879,-120.98716,18228,
27441,deer park,victoria,australia,-37.76722,144.76657,17980,
27442,livigno,lombardy,italy,46.5363,10.13348,4437,
27443,harrisburg,north carolina,united states,35.32395,-80.65784,14539,Harrisburg-Carlisle PA MSA
27444,ksa,extreme nord,cameroon,10.7353,13.8201,0,
27445,port macquarie,new south wales,australia,-31.43084,152.90894,45692,
27446,weissenhorn,bavaria,germany,48.3044,10.1593,13442,
27447,st helens,oregon,united states,45.8571,-122.8164,27353,
27449,groveport,ohio,united states,39.8784,-82.88379,5737,Columbus OH MSA
27450,benevides,para,brazil,-1.36139,-48.24472,49794,
27451,wilrijk,flanders,belgium,51.16734,4.39513,41403,
27452,ludenscheid,north rhine westphalia,germany,51.21977,7.6273,79386,
27453,nogales,sonora,mexico,31.30862,-110.94217,212533,
27454,longford,leinster,ireland,53.72536,-7.79823,7787,
27455,serravalle scrivia,piedmont,italy,44.72277,8.85635,5672,
27458,cugand,pays de la loire,france,47.06353,-1.25463,3189,
27459,villalba,villalba,puerto rico,18.12718,-66.49212,4555,
27460,weaverville,north carolina,united states,35.69705,-82.56069,3936,Asheville NC MSA
27461,nasiriyah,dhi qar,iraq,31.05799,46.25726,400249,
27462,florencia,caqueta,colombia,1.61438,-75.60623,130337,
27463,atchison,kansas,united states,39.56305,-95.12164,10712,KS NONMETROPOLITAN AREA
27464,ushuaia,tierra del fuego,argentina,-54.81084,-68.31591,58028,
27465,sint denijs westrem,flanders,belgium,51.02135,3.67202,6419,
27466,aars,north denmark,denmark,56.80399,9.51441,7771,
27467,hillsboro,missouri,united states,38.23228,-90.5629,3076,Portland-Vancouver-Beaverton OR-WA MSA
27468,entebbe,central region,uganda,0.05621,32.47949,62969,
27470,shkoder,shkoder,albania,42.06828,19.51258,88245,
27471,vught,north brabant,netherlands,51.65333,5.2875,25043,
27472,zoeterwoude,zuid holland,netherlands,52.1136,4.5058,8450,
27473,woodstock,vermont,united states,43.62424,-72.51843,871,VT NONMETROPOLITAN AREA
27475,koprivnica,koprivnicko krizevacka,croatia,46.16278,16.8275,25579,
27476,pornichet,pays de la loire,france,47.26682,-2.33794,10584,
27478,santo tome,santa fe,argentina,-31.66274,-60.7653,59072,
27479,greve,zealand,denmark,55.58333,12.3,47671,
27480,san fernando,buenos aires,argentina,-34.45,-58.5667,0,
27481,flat rock,north carolina,united states,36.51236,-80.56978,1556,Asheville NC MSA
27482,hermitage,pennsylvania,united states,41.23339,-80.44868,16028,Youngstown-Warren-Boardman OH-PA MSA
27483,beja,beja,portugal,38.01506,-7.86323,34760,
27484,brabrand,midtjylland,denmark,56.1513,10.1186,0,
27486,pedricktown,new jersey,united states,39.75886,-75.40602,524,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27488,south benfleet,england,united kingdom,51.55295,0.55962,48824,
27489,cleveland,queensland,australia,-27.52677,153.26516,14541,
27490,tocancipa,cundinamarca,colombia,4.96531,-73.91301,6027,
27491,volendam,north holland,netherlands,52.495,5.07083,22000,
27492,pemalang,central java,indonesia,-6.89193,109.38263,184149,
27493,aixe sur vienne,nouvelle aquitaine,france,45.79663,1.13581,5661,
27494,bozuyuk,bilecik,turkey,39.90778,30.03667,55365,
27496,bilimora,gujarat,india,20.76957,72.96134,510879,
27497,heber city,utah,united states,40.5069,-111.41324,9198,UT NONMETROPOLITAN AREA
27498,kitty hawk,north carolina,united states,36.06461,-75.70573,3447,NC NONMETROPOLITAN AREA
27499,saint arnoult en yvelines,ile de france,france,48.57111,1.9395,5698,
27500,king s lynn,england,united kingdom,52.75172,0.39516,46093,
27501,guderup,south denmark,denmark,54.98978,9.87174,2394,
27502,słupsk,pomerania,poland,54.46405,17.02872,98608,
27505,butuan,caraga,philippines,8.94917,125.54361,309709,
27507,limon,limon,costa rica,9.99074,-83.03596,63081,
27508,baabda,mont liban,lebanon,33.83389,35.54417,9000,
27509,bibione,veneto,italy,45.63565,13.03616,2564,
27510,los lunas,new mexico,united states,34.80617,-106.73336,15336,Albuquerque NM MSA
27512,neuville sur saone,auvergne rhone alpes,france,45.87615,4.84099,7453,
27513,swift current,saskatchewan,canada,50.28337,-107.80135,16604,
27514,brownhills,england,united kingdom,52.63333,-1.93333,20308,
27515,concarneau,brittany,france,47.87536,-3.91896,21397,
27517,plouzane,brittany,france,48.38131,-4.61805,13118,
27518,amory,mississippi,united states,33.98428,-88.4881,7067,MS NONMETROPOLITAN AREA
27519,pinole,california,united states,38.00437,-122.29886,19269,San Francisco-Oakland-Fremont CA MSA
27520,robertsdale,alabama,united states,30.5538,-87.71193,5894,AL NONMETROPOLITAN AREA
27521,zevenbergen,noord brabant,netherlands,51.7285,5.5827,0,
27522,ceilandia,distrito federal,brazil,-15.8128,-48.1039,0,
27523,spencer,indiana,united states,39.28671,-86.76251,2271,Bloomington IN MSA
27525,baja,bacs kiskun,hungary,46.18299,18.95307,37714,
27526,gonder,amara,ethiopia,12.6,37.4667,323900,
27527,thiene,veneto,italy,45.7088,11.47959,21145,
27528,jacarepagua,rio de janeiro,brazil,-22.934,-43.3585,0,
27529,lagoa,santa catarina,brazil,-27.60491,-48.46713,5200,
27530,candler,north carolina,united states,35.5365,-82.6929,0,Asheville NC MSA
27531,garcia,nuevo leon,mexico,25.81201,-100.59874,93641,
27534,hawalli,hawalli,kuwait,29.33278,48.02861,164212,
27535,hasselager,central jutland,denmark,56.10555,10.10003,7437,
27536,spring hill,kansas,united states,38.74306,-94.82552,5981,Tampa-St. Petersburg-Clearwater FL
27537,balham,england,united kingdom,51.44959,-0.15096,14751,
27538,aytre,nouvelle aquitaine,france,46.13417,-1.11826,8335,
27539,arroyo seco,santa fe,argentina,-33.15489,-60.50863,20620,
27540,barwani,madhya pradesh,india,22.03232,74.89982,47343,
27541,venustiano carranza,mexico city,mexico,19.44361,-99.10499,430978,
27542,drumheller,alberta,canada,51.4636,-112.7194,7982,
27545,west memphis,arkansas,united states,35.14648,-90.18454,25052,Memphis TN-AR-MS MSA
27546,thimphu,thimphu,bhutan,27.46609,89.64191,98676,
27547,chevigny saint sauveur,bourgogne franche comte,france,47.29908,5.13367,10620,
27548,o fallon,illinois,united states,38.59227,-89.91121,29002,St. Louis MO-IL MSA
27549,azuqueca de henares,castille la mancha,spain,40.56566,-3.26753,32744,
27550,glen mills,pennsylvania,united states,39.9193,-75.4916,0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27552,itaituba,para,brazil,-4.27611,-55.98361,64756,
27553,montemurlo,tuscany,italy,43.92686,11.03718,17502,
27554,gravina in puglia,apulia,italy,40.81748,16.41915,42210,
27555,belrose,new south wales,australia,-33.73954,151.21033,8714,
27556,linares,maule region,chile,-35.84667,-71.59308,69535,
27557,knokke heist,flanders,belgium,51.35,3.26667,33781,
27558,vacoas,plaines wilhems,mauritius,-20.29806,57.47833,110000,
27559,montfermeil,ile de france,france,48.8982,2.57913,23829,
27560,san dona di piave,veneto,italy,45.63019,12.5681,32819,
27561,boardman,oregon,united states,45.83986,-119.70058,3354,OR NONMETROPOLITAN AREA
27562,portici,campania,italy,40.81563,14.33716,55765,
27563,dalgety bay,scotland,united kingdom,56.03496,-3.35049,9810,
27565,signes,provence alpes cote d azur,france,43.2908,5.86284,2202,
27566,itapipoca,ceara,brazil,-3.49444,-39.57861,55784,
27567,aanekoski,central finland,finland,62.6,25.73333,13406,
27568,gagny,ile de france,france,48.88333,2.53333,38134,
27569,tobago,tobago,trinidad and tobago,11.25,-60.66667,60874,
27570,al hufuf,eastern province,saudi arabia,25.36467,49.58764,293179,
27572,buckingham,buckinghamshire,united kingdom,51.995,-0.986,12890,
27573,stara zagora,stara zagora,bulgaria,42.43278,25.64194,143431,
27574,donzere,auvergne rhone alpes,france,44.44246,4.71134,4700,
27575,ilkeston,england,united kingdom,52.97055,-1.30951,38587,
27576,biskra,biskra,algeria,34.85038,5.72805,307987,
27577,seaside,oregon,united states,45.99316,-123.92264,6540,Salinas CA MSA
27578,gilgit,gilgit baltistan,pakistan,35.91869,74.31245,10414,
27579,darjeeling,west bengal,india,27.0417,88.2631,118805,
27580,saint cyr sur mer,provence alpes cote d azur,france,43.18048,5.7012,12185,
27581,raismes,hauts de france,france,50.38333,3.48333,13719,
27582,columbiana,alabama,united states,33.17817,-86.60721,4168,Birmingham-Hoover AL MSA
27583,heino,overijssel,netherlands,52.43661,6.23282,6459,
27584,saint pierre d oleron,nouvelle aquitaine,france,45.94374,-1.3059,6751,
27585,tecamac de felipe villanueva,mexico,mexico,19.71306,-98.96833,15911,
27586,radlett,england,united kingdom,51.68593,-0.31868,8163,
27587,corsham,england,united kingdom,51.43433,-2.18437,14906,
27589,recoleta,basilicate,italy,40.25111,16.65394,38,
27590,beek,limburg,netherlands,50.94083,5.79722,8415,
27591,alghero,sardinia,italy,40.55969,8.31953,34261,
27592,parakou,borgou,benin,9.33716,2.63031,163753,
27594,moussy le neuf,ile de france,france,49.06427,2.60252,2603,
27595,therwil,basel landschaft,switzerland,47.49941,7.55669,9595,
27596,santurtzi,basque country,spain,43.32842,-3.03248,46978,
27597,nezahualcoyotl,mexico,mexico,19.4,-98.9889,1110565,
27598,sea girt,new jersey,united states,40.13206,-74.03458,1811,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
27599,misratah,misratah,libya,32.37535,15.09254,386120,
27600,hyde,england,united kingdom,53.45131,-2.07943,31926,
27601,brecht,flanders,belgium,51.35024,4.63829,14007,
27602,alsip,illinois,united states,41.66892,-87.73866,19346,Chicago-Naperville-Joliet IL-IN-WI MSA
27603,assisi,umbria,italy,43.06671,12.62109,3732,
27604,corner brook,newfoundland and labrador,canada,48.95001,-57.95202,18693,
27605,longuenesse,hauts de france,france,50.73395,2.2352,13838,
27606,ngoro,east java,indonesia,-7.68386,112.25804,22871,
27607,tanga,tanga,tanzania,-5.06893,39.09875,224876,
27610,rochford,england,united kingdom,51.58198,0.70673,16739,
27611,raymond terrace,new south wales,australia,-32.75952,151.7505,12620,
27612,royan,nouvelle aquitaine,france,45.62811,-1.03153,19017,
27613,badhoevedorp,noord holland,netherlands,52.3381,4.7803,0,
27614,dixon,california,united states,38.44546,-121.8233,19390,Vallejo-Fairfield CA MSA
27615,ventspils,ventspils,latvia,57.39485,21.56121,42644,
27617,huron,south dakota,united states,44.36332,-98.21426,13313,SD NONMETROPOLITAN AREA
27618,robbinsdale,minnesota,united states,45.03219,-93.33856,14418,
27619,warrenville,illinois,united states,41.81781,-88.1734,13317,Chicago-Naperville-Joliet IL-IN-WI MSA
27620,orrville,ohio,united states,40.84367,-81.76402,8491,OH NONMETROPOLITAN AREA
27621,lake dallas,texas,united states,33.11929,-97.02556,7892,Dallas-Fort Worth-Arlington TX MSA
27622,inowrocław,kujawsko pomorskie,poland,52.79886,18.26387,77597,
27623,agia paraskevi,attica,greece,38.01667,23.83333,59704,
27625,mityana,central region,uganda,0.4175,32.02278,41131,
27626,saint orens de gameville,occitanie,france,43.55182,1.53413,12576,
27628,obrenovac,central serbia,serbia,44.65486,20.20017,16821,
27629,bascharage,capellen,luxembourg,49.56727,5.9073,4645,
27630,surfers paradise,queensland,australia,-28.00274,153.42999,31073,
27631,westervoort,gelderland,netherlands,51.95583,5.97222,5635,
27632,bar sur aube,grand est,france,48.23315,4.7064,5387,
27633,sohar,al batinah north,oman,24.34745,56.70937,108274,
27634,san juan,metro manila,philippines,14.6,121.0333,121430,
27635,olinda,pernambuco,brazil,-8.00889,-34.85528,366754,
27636,wilhelmshaven,lower saxony,germany,53.52998,8.11253,84393,
27637,kuala kangsar,perak,malaysia,4.76667,100.93333,39331,
27638,richmond heights,missouri,united states,38.62866,-90.31956,8481,
27639,thouars,nouvelle aquitaine,france,46.9815,-0.21175,11517,
27640,iztacalco,mexico city,mexico,19.39528,-99.09778,384326,
27641,belo oriente,minas gerais,brazil,-19.22,-42.48361,18470,
27642,norwalk,iowa,united states,41.47555,-93.67883,10135,Los Angeles-Long Beach-Santa Ana CA MSA
27643,cardiff,new south wales,australia,-32.94201,151.6544,2883,
27644,liberty hill,texas,united states,30.66491,-97.92252,1389,Austin-Round Rock TX MSA
27645,kalulushi,copperbelt,zambia,-12.84151,28.09479,66575,
27646,jupille sur meuse,wallonia,belgium,50.64587,5.63307,10604,
27647,heyuan,guangdong,china,23.73333,114.68333,463907,
27648,brattleboro,vermont,united states,42.85092,-72.55787,7414,VT NONMETROPOLITAN AREA
27649,shelburne,ontario,canada,44.0787,-80.20408,8126,
27650,santa ines,maranhao,brazil,-3.66667,-45.38,67424,
27651,freeport,illinois,united states,42.29669,-89.62123,24476,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
27652,nao me toque,rio grande do sul,brazil,-28.45917,-52.82083,12555,
27653,semeac,occitanie,france,43.22834,0.10513,4999,
27654,fitzroy north,victoria,australia,-37.78862,144.97885,11999,
27655,ulvila,satakunta,finland,61.42844,21.87103,12314,
27656,maubeuge,hauts de france,france,50.27875,3.97267,33684,
27657,andradas,minas gerais,brazil,-22.06806,-46.56917,26772,
27659,gombe,gombe,nigeria,10.28969,11.16729,250258,
27660,ingelmunster,flanders,belgium,50.92081,3.25571,10603,
27661,launceston,england,united kingdom,50.63699,-4.36006,8910,
27662,cloquet,minnesota,united states,46.72161,-92.45936,12075,Duluth MN-WI MSA
27663,sæby,north denmark,denmark,57.33188,10.52251,8821,
27664,neuhausen auf den fildern,baden wurttemberg,germany,48.68333,9.28333,11462,
27665,bonneuil sur marne,ile de france,france,48.7695,2.4793,18723,
27667,pithoragarh,uttarakhand,india,29.58349,80.20947,47571,
27669,central point,oregon,united states,42.37596,-122.91643,17995,Medford OR MSA
27670,chaumont,grand est,france,48.11121,5.14134,28981,
27671,rozzano,lombardy,italy,45.38193,9.1559,39731,
27673,seraing,wallonia,belgium,50.58362,5.50115,60737,
27674,tullamore,leinster,ireland,53.27389,-7.48889,11575,
27675,chengannur,kerala,india,9.31575,76.61513,25043,
27676,sorel tracy,quebec,canada,46.04178,-73.11358,41629,
27678,rubiera,emilia romagna,italy,44.65158,10.7794,12001,
27681,traralgon,victoria,australia,-38.19528,146.5415,24605,
27682,pergamino,buenos aires,argentina,-33.88995,-60.57357,87652,
27683,beau bassin,plaines wilhems,mauritius,-20.2276,57.4681,0,
27684,lampertheim,hesse,germany,49.59786,8.4725,31635,
27685,erkrath,north rhine westphalia,germany,51.22235,6.90831,47815,
27686,east victoria park,western australia,australia,-31.98894,115.90388,9854,
27687,morley,england,united kingdom,53.74013,-1.59877,57385,
27688,grebbestad,vastra gotaland,sweden,58.70248,11.25738,1877,
27689,chaponnay,auvergne rhone alpes,france,45.62762,4.93615,3494,
27690,cluny,bourgogne franche comte,france,46.43318,4.65845,4581,
27691,mcclellan park,california,united states,38.66219,-121.4016,743,
27692,warmond,south holland,netherlands,52.19667,4.50278,4275,
27693,fontenay le comte,pays de la loire,france,46.46671,-0.80624,16316,
27694,iserlohn,north rhine westphalia,germany,51.37547,7.70281,97910,
27695,bordon,england,united kingdom,51.11357,-0.86245,20978,
27696,crevillente,valencia,spain,38.24994,-0.80975,28957,
27697,donetsk,donetsk oblast,ukraine,48.023,37.80224,1024700,
27698,echirolles,auvergne rhone alpes,france,45.14603,5.71441,33088,
27699,sao mateus,espirito santo,brazil,-18.72011,-39.85891,77117,
27700,mostaganem,mostaganem,algeria,35.93115,0.08918,130000,
27701,jatinegara,jakarta,indonesia,-6.2322,106.8811,0,
27702,latakia,latakia,syria,35.53168,35.79011,340181,
27703,taylor,texas,united states,30.57076,-97.40944,16702,Austin-Round Rock TX MSA
27704,monticello,illinois,united states,40.02781,-88.5734,5509,Champaign-Urbana IL MSA
27705,mosul,nineveh,iraq,36.335,43.11889,1739800,
27707,didsbury,alberta,canada,51.66681,-114.13529,4134,
27708,kamp lintfort,north rhine westphalia,germany,51.50467,6.54587,39490,
27709,lansdowne,virginia,united states,39.0846,-77.4839,12354,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27710,yzeure,auvergne rhone alpes,france,46.56596,3.35446,13435,
27712,vosloorus,gauteng,south africa,-26.3574,28.2076,0,
27713,lunel,occitanie,france,43.67778,4.13611,26588,
27714,berazategui,buenos aires,argentina,-34.76531,-58.21278,167498,
27715,dampier,western australia,australia,-20.66275,116.71256,1172,
27716,millersville,pennsylvania,united states,39.99788,-76.35413,8420,Lancaster PA MSA
27717,whitchurch,england,united kingdom,52.96667,-2.68333,9710,
27718,amboise,centre,france,47.41249,0.98266,12685,
27720,saint benoit,nouvelle aquitaine,france,46.55025,0.34177,7598,
27721,blere,centre,france,47.32738,0.99186,4794,
27722,san carlos,rio san juan,nicaragua,11.1236,-84.77795,13451,
27723,killarney,kerry,ireland,52.0588,-9.5072,11902,
27724,temerluh,pahang,malaysia,3.4506,102.4176,59916,
27725,san fernando,central luzon,philippines,15.03425,120.68445,251248,
27726,caldera,atacama,chile,-27.0667,-70.8167,10259,
27727,smedjebacken,dalarna,sweden,60.14181,15.41416,5258,
27729,raisen,madhya pradesh,india,23.33033,77.7811,40977,
27730,catoosa,oklahoma,united states,36.18899,-95.74582,7146,Tulsa OK MSA
27733,tournus,bourgogne franche comte,france,46.56758,4.90574,6071,
27734,herdecke,north rhine westphalia,germany,51.39999,7.43584,25618,
27735,truro,nova scotia,canada,45.36685,-63.26538,12261,
27736,liessel,north brabant,netherlands,51.41333,5.82083,2395,
27737,la possession,reunion,reunion,-20.92909,55.3348,26865,
27738,princeton,indiana,united states,38.35532,-87.56752,8626,Evansville IN-KY MSA
27740,ocean city,maryland,united states,38.3365,-75.08491,7055,MD NONMETROPOLITAN AREA
27742,san german,san german,puerto rico,18.08163,-67.0449,12055,
